cpr,kan_R,kan_python
1206803177,FALSE,FALSE
1407786169,FALSE,FALSE
0110817348,TRUE,TRUE
3012722300,FALSE,TRUE
1902650825,TRUE,TRUE
3009636816,TRUE,TRUE
1507922716,TRUE,FALSE
2007647453,TRUE,FALSE
2806968654,TRUE,FALSE
0707849612,FALSE,TRUE
2310772092,FALSE,FALSE
1202812512,TRUE,FALSE
1704783055,TRUE,FALSE
1110737914,TRUE,FALSE
1510855364,TRUE,TRUE
2007871824,FALSE,TRUE
2107574375,TRUE,FALSE
0801837263,TRUE,TRUE
2312943994,FALSE,FALSE
1512974693,FALSE,FALSE
2507746273,TRUE,TRUE
0311917934,TRUE,TRUE
0806507222,FALSE,FALSE
1709945013,TRUE,TRUE
3105891414,FALSE,FALSE
2701937939,FALSE,TRUE
0707898845,FALSE,FALSE
0409695719,TRUE,TRUE
1612737634,TRUE,FALSE
1201635842,TRUE,FALSE
2606791502,TRUE,TRUE
1204885528,TRUE,TRUE
2904738499,TRUE,FALSE
0512997373,FALSE,FALSE
2802962215,TRUE,FALSE
2208870747,FALSE,FALSE
0601712433,FALSE,TRUE
0212849688,TRUE,TRUE
2308756920,FALSE,FALSE
2408900792,FALSE,TRUE
1912851754,TRUE,FALSE
2008785731,FALSE,TRUE
0702913757,TRUE,TRUE
1805909234,TRUE,TRUE
1712572117,FALSE,FALSE
1912757729,FALSE,TRUE
3012776200,FALSE,FALSE
2802806849,FALSE,TRUE
0310907427,TRUE,TRUE
0511797694,FALSE,FALSE
3008710744,FALSE,TRUE
3108850805,FALSE,FALSE
2410710681,FALSE,FALSE
2003783413,TRUE,FALSE
0410826576,TRUE,FALSE
2012817764,FALSE,TRUE
2802793673,TRUE,FALSE
0306854827,TRUE,TRUE
2604731504,TRUE,TRUE
1010870767,TRUE,FALSE
2402726685,TRUE,TRUE
1305799087,TRUE,FALSE
1710825179,FALSE,FALSE
0204807360,TRUE,TRUE
2102915953,FALSE,FALSE
3108577618,TRUE,FALSE
0107732481,FALSE,TRUE
2112963746,TRUE,FALSE
2211814964,TRUE,FALSE
2702548213,FALSE,TRUE
2005833440,TRUE,FALSE
0302570799,TRUE,FALSE
1301755559,FALSE,TRUE
0406884994,FALSE,TRUE
2008764947,TRUE,TRUE
0606708222,TRUE,FALSE
1802864468,TRUE,TRUE
3112881774,TRUE,TRUE
0202802745,TRUE,TRUE
2205936798,FALSE,TRUE
1608966910,FALSE,TRUE
1708753309,TRUE,FALSE
3011625391,FALSE,FALSE
3112882041,FALSE,FALSE
2103730028,TRUE,TRUE
1502692823,TRUE,FALSE
0606611278,TRUE,TRUE
1510623854,TRUE,TRUE
1411938184,FALSE,FALSE
0201657286,TRUE,FALSE
1312807894,FALSE,FALSE
1512524069,TRUE,FALSE
0210996194,FALSE,TRUE
0412629468,TRUE,TRUE
1008890991,TRUE,TRUE
0409679916,TRUE,TRUE
0406760649,TRUE,FALSE
0410946102,TRUE,TRUE
1204893381,TRUE,FALSE
1411824429,TRUE,FALSE
0509858490,TRUE,TRUE
1701897296,FALSE,FALSE
1211946424,FALSE,TRUE
1606805388,TRUE,TRUE
1709877915,TRUE,FALSE
0111925442,FALSE,FALSE
3110790417,FALSE,TRUE
0602860339,FALSE,TRUE
3003851306,TRUE,TRUE
0711842445,FALSE,TRUE
2012631652,FALSE,FALSE
0703592694,TRUE,FALSE
2804783017,TRUE,TRUE
0506850691,TRUE,FALSE
0309736586,FALSE,FALSE
1103664809,TRUE,FALSE
1107975737,FALSE,TRUE
0901947513,TRUE,TRUE
2205758120,TRUE,TRUE
2605844060,TRUE,TRUE
0407980841,TRUE,FALSE
2011877154,TRUE,TRUE
0403832790,TRUE,FALSE
3007903457,TRUE,FALSE
2712836558,TRUE,TRUE
2104719751,TRUE,FALSE
2502847886,TRUE,TRUE
1605808941,FALSE,TRUE
1811930586,TRUE,TRUE
0909971854,FALSE,FALSE
1902813120,FALSE,TRUE
2810980176,FALSE,TRUE
2604628074,TRUE,FALSE
2211945588,TRUE,TRUE
0107826283,FALSE,TRUE
1204607456,TRUE,TRUE
0303819424,TRUE,TRUE
0712513105,FALSE,FALSE
1603592875,TRUE,FALSE
0704617183,TRUE,FALSE
0108901261,FALSE,FALSE
2410613383,FALSE,FALSE
1703935957,TRUE,TRUE
0101737204,TRUE,FALSE
0612906860,TRUE,TRUE
1005641196,FALSE,TRUE
2611847474,FALSE,FALSE
2808878292,TRUE,FALSE
1506845516,FALSE,TRUE
2812775147,TRUE,TRUE
2001579886,TRUE,FALSE
2904685236,TRUE,FALSE
2401661096,FALSE,FALSE
2806879005,TRUE,TRUE
2804741739,FALSE,TRUE
1611815811,FALSE,TRUE
2206636659,TRUE,FALSE
3009999144,TRUE,FALSE
1010875277,TRUE,TRUE
2211925404,FALSE,TRUE
1503679418,TRUE,FALSE
2312733488,TRUE,TRUE
2410747378,FALSE,FALSE
0311883018,TRUE,FALSE
2911664485,TRUE,FALSE
0211678285,TRUE,TRUE
1505824429,FALSE,TRUE
0103668315,TRUE,FALSE
1006796055,FALSE,FALSE
0509907762,TRUE,FALSE
0706813878,FALSE,FALSE
2708738028,TRUE,TRUE
1811741005,TRUE,FALSE
1509782753,TRUE,FALSE
1908962293,FALSE,TRUE
1912979478,TRUE,FALSE
0607745306,TRUE,TRUE
0701616886,TRUE,TRUE
0109828626,TRUE,FALSE
0506793923,TRUE,FALSE
0912691643,FALSE,FALSE
1004812843,FALSE,TRUE
1506944749,TRUE,TRUE
1807711911,TRUE,TRUE
1905644853,FALSE,TRUE
1702809087,FALSE,FALSE
1610862296,TRUE,FALSE
0603831840,TRUE,FALSE
0104780583,TRUE,TRUE
1601832592,TRUE,TRUE
0906922618,TRUE,TRUE
2612719112,TRUE,TRUE
0204882715,FALSE,FALSE
2011667491,TRUE,TRUE
1210609707,TRUE,TRUE
0607559137,FALSE,FALSE
1307956049,FALSE,FALSE
1211964952,TRUE,TRUE
2109586669,TRUE,FALSE
2401670981,FALSE,FALSE
0709572841,TRUE,FALSE
1808791184,FALSE,FALSE
2001894256,TRUE,TRUE
0409808656,TRUE,TRUE
1107833448,FALSE,FALSE
1806875913,FALSE,FALSE
1612775176,FALSE,TRUE
2105994211,TRUE,TRUE
1609778693,FALSE,TRUE
1005681193,FALSE,TRUE
1610879561,FALSE,FALSE
1306794689,TRUE,TRUE
2807812957,TRUE,TRUE
3107899952,FALSE,TRUE
0603961091,FALSE,FALSE
2509863383,TRUE,TRUE
0203920517,TRUE,TRUE
2101955594,TRUE,FALSE
1707793516,FALSE,FALSE
0301714087,FALSE,TRUE
0403818443,TRUE,FALSE
3004845061,TRUE,TRUE
2111608433,FALSE,TRUE
0903685401,TRUE,TRUE
1404991569,FALSE,TRUE
1604723874,TRUE,TRUE
0904669532,TRUE,TRUE
2807975285,FALSE,TRUE
1301756760,TRUE,FALSE
0307826005,TRUE,FALSE
1303657913,FALSE,TRUE
1311685124,FALSE,TRUE
3009699791,FALSE,FALSE
2204942986,FALSE,TRUE
0904856652,FALSE,FALSE
1112885842,TRUE,TRUE
2007910419,FALSE,TRUE
1311757961,TRUE,FALSE
2907598493,TRUE,TRUE
1209962675,TRUE,FALSE
0901926292,TRUE,TRUE
0807941522,FALSE,TRUE
0209934683,FALSE,TRUE
1209823183,TRUE,FALSE
3004854331,TRUE,FALSE
0103892765,TRUE,FALSE
0611711394,FALSE,FALSE
0211893356,TRUE,FALSE
2604810782,FALSE,FALSE
3009991552,TRUE,FALSE
0405685057,FALSE,FALSE
2105862888,FALSE,TRUE
0411614328,FALSE,TRUE
1209638578,FALSE,TRUE
1610798802,FALSE,TRUE
0207729061,FALSE,TRUE
0909757326,FALSE,TRUE
2904837993,FALSE,TRUE
2103901836,FALSE,FALSE
3008991709,TRUE,TRUE
2908644430,FALSE,TRUE
0911736902,TRUE,TRUE
0509809527,TRUE,FALSE
0110742031,TRUE,FALSE
2801943127,TRUE,FALSE
3012724888,TRUE,TRUE
1103607891,TRUE,FALSE
0309918578,FALSE,FALSE
2702812797,FALSE,TRUE
2608545629,FALSE,TRUE
0507573439,TRUE,TRUE
0410843452,TRUE,FALSE
0711886199,TRUE,FALSE
2302797413,TRUE,FALSE
1209671779,FALSE,TRUE
0204973780,TRUE,FALSE
2110682123,TRUE,FALSE
2302583158,TRUE,FALSE
1106546183,FALSE,TRUE
2309872858,FALSE,TRUE
1204725084,FALSE,FALSE
2302614585,FALSE,TRUE
1907660915,TRUE,TRUE
0107783044,FALSE,FALSE
0611659376,TRUE,TRUE
0307941299,TRUE,FALSE
1408944215,TRUE,TRUE
2506538933,FALSE,TRUE
2612775722,FALSE,FALSE
1409611253,FALSE,FALSE
2403635649,TRUE,FALSE
0301857106,TRUE,TRUE
1608976825,TRUE,TRUE
2602977395,FALSE,FALSE
0108737834,FALSE,FALSE
2009950824,FALSE,FALSE
1811707159,FALSE,TRUE
0102654025,FALSE,TRUE
1604821118,FALSE,TRUE
0508674634,TRUE,TRUE
0203797748,TRUE,FALSE
1712739482,TRUE,TRUE
1104802616,TRUE,FALSE
2801798117,TRUE,TRUE
0106983269,FALSE,FALSE
2108859544,FALSE,FALSE
2610779555,TRUE,FALSE
2002627897,FALSE,TRUE
2503550673,TRUE,TRUE
0510543808,FALSE,FALSE
0104879220,FALSE,FALSE
0905979614,FALSE,TRUE
1408967625,FALSE,FALSE
2701645765,FALSE,FALSE
0902752743,TRUE,FALSE
2208798685,FALSE,FALSE
2805958849,TRUE,FALSE
1603903882,TRUE,TRUE
0712953926,TRUE,FALSE
1203746711,FALSE,TRUE
2109856692,FALSE,FALSE
2903885556,TRUE,TRUE
2808552626,FALSE,TRUE
2412961387,TRUE,FALSE
1505779445,TRUE,FALSE
1401932559,FALSE,FALSE
1812723847,TRUE,TRUE
1111756645,TRUE,TRUE
0209532021,FALSE,FALSE
1501731231,TRUE,FALSE
0102915041,FALSE,TRUE
2011974274,TRUE,TRUE
0605767701,TRUE,FALSE
1401976140,FALSE,FALSE
0904557033,TRUE,FALSE
0312717871,TRUE,TRUE
0911654693,FALSE,FALSE
1002782237,FALSE,TRUE
1509830242,FALSE,TRUE
2401733170,TRUE,TRUE
1912706664,FALSE,TRUE
2712769732,TRUE,FALSE
0403766510,TRUE,TRUE
2801704965,FALSE,FALSE
1111791760,TRUE,TRUE
2406956767,FALSE,TRUE
0911812550,FALSE,FALSE
1602638336,FALSE,FALSE
2305768358,FALSE,FALSE
1907819923,FALSE,FALSE
2612931254,FALSE,FALSE
2606970822,TRUE,FALSE
2503743633,FALSE,FALSE
0404604691,FALSE,TRUE
1806780876,FALSE,FALSE
0803846285,FALSE,FALSE
0506565815,FALSE,FALSE
0108802860,FALSE,TRUE
0306716327,FALSE,FALSE
0506529176,FALSE,TRUE
3004571755,FALSE,TRUE
2802998444,FALSE,FALSE
0101898075,TRUE,FALSE
1706818148,TRUE,FALSE
1604773676,FALSE,TRUE
2511586103,TRUE,TRUE
0206635878,TRUE,FALSE
2806981730,TRUE,FALSE
3008668606,TRUE,FALSE
1504727842,TRUE,TRUE
2702874385,TRUE,TRUE
1111625698,FALSE,TRUE
1012836022,FALSE,FALSE
0310982149,TRUE,FALSE
1511906142,FALSE,FALSE
2001738321,TRUE,FALSE
2405791359,TRUE,FALSE
0801876058,FALSE,TRUE
2802869336,FALSE,TRUE
2211960787,FALSE,TRUE
2512981349,TRUE,FALSE
2907859326,TRUE,FALSE
0308863261,FALSE,TRUE
2004984994,TRUE,FALSE
1102938309,FALSE,TRUE
2301932125,TRUE,TRUE
3004684315,FALSE,FALSE
1309920522,FALSE,FALSE
0403878742,FALSE,TRUE
2402700676,FALSE,FALSE
0305971619,FALSE,FALSE
2712903832,TRUE,FALSE
1712817699,TRUE,TRUE
0212853498,TRUE,FALSE
3009624457,FALSE,TRUE
0503788954,FALSE,TRUE
2704863075,FALSE,TRUE
1007971620,FALSE,FALSE
2502952122,TRUE,FALSE
2802880125,TRUE,FALSE
2312698949,TRUE,FALSE
0602876077,TRUE,TRUE
1612682031,TRUE,TRUE
2401811219,TRUE,FALSE
1604829093,FALSE,FALSE
1107974687,FALSE,FALSE
1208957904,TRUE,FALSE
0812757929,FALSE,FALSE
0909995113,FALSE,FALSE
2110997785,FALSE,FALSE
1001925275,TRUE,FALSE
2102821397,TRUE,FALSE
1512689247,TRUE,FALSE
0508834377,TRUE,FALSE
0106781474,FALSE,FALSE
2201992788,FALSE,TRUE
0910982366,FALSE,TRUE
1411800333,FALSE,TRUE
2805793594,TRUE,FALSE
0208867119,FALSE,TRUE
1802656731,TRUE,TRUE
2707658981,FALSE,TRUE
1611822379,FALSE,FALSE
0702806517,TRUE,FALSE
2708662436,TRUE,FALSE
1911812954,TRUE,FALSE
1103615626,TRUE,FALSE
1711824327,FALSE,TRUE
2103997231,TRUE,TRUE
1412966959,TRUE,FALSE
3101551372,FALSE,TRUE
2708927591,TRUE,FALSE
3010738957,FALSE,TRUE
1807702778,TRUE,FALSE
2506706478,TRUE,TRUE
0610740076,FALSE,TRUE
2107820889,TRUE,TRUE
2910881932,FALSE,FALSE
1102901123,FALSE,TRUE
3011979056,TRUE,TRUE
1210668171,TRUE,FALSE
2204891079,FALSE,FALSE
3006936962,TRUE,FALSE
2105813928,TRUE,TRUE
1507755285,TRUE,TRUE
2804954570,FALSE,FALSE
1105823040,TRUE,FALSE
1702952081,TRUE,TRUE
0106692676,FALSE,FALSE
1201879763,FALSE,TRUE
0601674866,FALSE,TRUE
0508542848,FALSE,TRUE
1308831552,TRUE,TRUE
2202997897,TRUE,FALSE
2702906497,TRUE,FALSE
1708741328,TRUE,FALSE
1701834656,FALSE,FALSE
3006530082,TRUE,FALSE
1408831773,TRUE,TRUE
2907934047,TRUE,FALSE
0310546582,TRUE,FALSE
0711566114,TRUE,FALSE
1107737156,FALSE,TRUE
2407825514,FALSE,FALSE
1608900874,FALSE,FALSE
0611919614,TRUE,FALSE
2410651368,FALSE,TRUE
1812615535,FALSE,TRUE
1601803755,TRUE,FALSE
1808889148,TRUE,TRUE
1805607809,TRUE,FALSE
2901825905,TRUE,FALSE
1904789876,TRUE,TRUE
1808531556,FALSE,TRUE
0206846816,TRUE,FALSE
0309805725,TRUE,TRUE
2904704701,TRUE,FALSE
0201791110,FALSE,TRUE
1906798377,FALSE,FALSE
2004835873,FALSE,TRUE
1905876311,FALSE,FALSE
0204813737,TRUE,FALSE
2903628707,TRUE,TRUE
2405622460,FALSE,TRUE
2201917254,TRUE,FALSE
1210983822,TRUE,TRUE
1503603585,FALSE,FALSE
1107903415,TRUE,FALSE
1111784948,TRUE,FALSE
1903698653,FALSE,FALSE
1902978015,FALSE,TRUE
0206992448,TRUE,TRUE
1206618021,FALSE,TRUE
0309919801,FALSE,FALSE
2712768955,TRUE,FALSE
0907963514,FALSE,FALSE
1805819839,TRUE,TRUE
2005853396,FALSE,FALSE
2504857528,FALSE,TRUE
1712777368,FALSE,TRUE
1908610558,FALSE,FALSE
2610713732,FALSE,TRUE
1204705779,TRUE,TRUE
2812533388,TRUE,FALSE
0301550741,FALSE,TRUE
0604887033,FALSE,TRUE
0611642330,TRUE,TRUE
2008667731,TRUE,FALSE
2410863973,FALSE,FALSE
2205730871,TRUE,TRUE
1711632892,TRUE,FALSE
0403823613,FALSE,TRUE
2712796941,TRUE,TRUE
2505797333,TRUE,FALSE
0302611893,FALSE,FALSE
0801916839,TRUE,TRUE
1308845534,TRUE,FALSE
2806831036,FALSE,FALSE
0202595829,FALSE,FALSE
2606894488,FALSE,FALSE
0103830987,FALSE,FALSE
1809897073,FALSE,TRUE
0209701776,TRUE,FALSE
0308721459,TRUE,TRUE
2311884579,TRUE,FALSE
0801883470,TRUE,TRUE
0206847933,TRUE,TRUE
2809575547,TRUE,TRUE
0204594231,FALSE,FALSE
1310734203,TRUE,TRUE
1402915530,TRUE,TRUE
1506570371,TRUE,FALSE
0701580071,TRUE,TRUE
2107897211,TRUE,FALSE
1312950528,TRUE,FALSE
2301803373,FALSE,FALSE
0509601962,TRUE,TRUE
1604635275,FALSE,TRUE
2701799289,TRUE,TRUE
0903822085,TRUE,FALSE
1808651672,TRUE,FALSE
1910675055,TRUE,TRUE
2007635378,FALSE,FALSE
2906734543,FALSE,FALSE
1207629139,TRUE,TRUE
2707936375,TRUE,TRUE
2506947155,FALSE,FALSE
0708955050,FALSE,FALSE
2305874899,FALSE,TRUE
0308861745,FALSE,TRUE
1207643773,FALSE,TRUE
1903796782,TRUE,TRUE
1110971564,TRUE,TRUE
1104830252,TRUE,TRUE
2301750101,FALSE,TRUE
2510849526,FALSE,FALSE
2911766759,TRUE,FALSE
1209844043,FALSE,FALSE
0203988010,TRUE,TRUE
2712783751,TRUE,TRUE
1005698574,FALSE,TRUE
0110965096,FALSE,TRUE
2605725188,FALSE,TRUE
2112794504,TRUE,FALSE
0705766655,FALSE,FALSE
1209952606,TRUE,TRUE
2709754812,TRUE,TRUE
0509881116,TRUE,TRUE
0601934671,FALSE,FALSE
1802712916,TRUE,FALSE
2403500566,TRUE,FALSE
1904962478,TRUE,FALSE
0308650797,TRUE,FALSE
2702831133,TRUE,FALSE
1312851686,TRUE,TRUE
1505748683,TRUE,TRUE
3107856835,TRUE,FALSE
2402689844,FALSE,TRUE
1708838199,TRUE,TRUE
2706551111,TRUE,TRUE
2307514821,TRUE,FALSE
0509906811,FALSE,TRUE
3009702758,TRUE,FALSE
2912823296,TRUE,TRUE
1107825411,FALSE,TRUE
0201766543,FALSE,FALSE
0809832562,TRUE,FALSE
2708735163,FALSE,FALSE
2604820681,TRUE,TRUE
1803939712,FALSE,TRUE
1407621116,TRUE,TRUE
2809896302,FALSE,TRUE
1402731556,TRUE,FALSE
3103534820,FALSE,FALSE
3101838029,FALSE,FALSE
0703928413,FALSE,FALSE
0402757539,FALSE,FALSE
2909725797,FALSE,TRUE
1711963291,TRUE,FALSE
0609785428,TRUE,FALSE
0308696780,TRUE,FALSE
1510675029,TRUE,FALSE
0507709950,TRUE,FALSE
1212726217,TRUE,FALSE
2707814133,FALSE,TRUE
3004873036,TRUE,TRUE
0605738602,TRUE,TRUE
2107941437,FALSE,FALSE
0710894624,TRUE,FALSE
1510859735,FALSE,TRUE
0203696760,TRUE,TRUE
2111987738,FALSE,FALSE
1212920155,TRUE,FALSE
0304928167,TRUE,FALSE
2408658078,TRUE,FALSE
2506724546,FALSE,FALSE
0803967672,TRUE,FALSE
2308909835,FALSE,FALSE
0711668022,TRUE,TRUE
1501742315,TRUE,TRUE
1812673569,FALSE,FALSE
2812879671,TRUE,FALSE
1204937897,TRUE,FALSE
2501766581,FALSE,FALSE
1706824565,TRUE,FALSE
0711938815,FALSE,TRUE
1808880355,FALSE,FALSE
2901829058,TRUE,TRUE
1012749388,FALSE,TRUE
2203914111,TRUE,TRUE
1507706156,TRUE,TRUE
3004622767,TRUE,FALSE
2203969509,TRUE,TRUE
2909864718,FALSE,FALSE
0905954757,FALSE,TRUE
2401973245,TRUE,FALSE
1108916940,FALSE,FALSE
0705692974,FALSE,FALSE
2407874032,FALSE,TRUE
1106525434,FALSE,TRUE
1605836264,TRUE,FALSE
2305786913,TRUE,TRUE
1911666163,TRUE,TRUE
2411734496,FALSE,TRUE
2910861034,FALSE,TRUE
1804934049,TRUE,TRUE
2602849804,FALSE,TRUE
1212636047,TRUE,FALSE
0908781908,FALSE,FALSE
1209928083,TRUE,FALSE
2211823285,FALSE,FALSE
0407951525,FALSE,FALSE
2611937575,FALSE,FALSE
1811991941,FALSE,FALSE
2606694692,TRUE,FALSE
2602518690,FALSE,TRUE
1712838174,TRUE,FALSE
0504527797,FALSE,FALSE
1610734619,FALSE,TRUE
2010699423,FALSE,TRUE
2805912329,TRUE,TRUE
2109771581,FALSE,TRUE
2306880094,FALSE,FALSE
3001648067,FALSE,TRUE
0304578057,TRUE,TRUE
1703593889,FALSE,FALSE
3011831693,FALSE,TRUE
0601757089,TRUE,FALSE
0111850075,TRUE,FALSE
2601815491,FALSE,TRUE
0811900295,FALSE,TRUE
3006810369,FALSE,TRUE
0408819345,TRUE,FALSE
0908624955,TRUE,TRUE
1709684038,TRUE,TRUE
1503766440,FALSE,FALSE
0903873318,TRUE,TRUE
1809886797,FALSE,FALSE
0701662138,FALSE,FALSE
0109970724,TRUE,TRUE
1708704157,TRUE,TRUE
0607724229,FALSE,FALSE
1702904963,FALSE,FALSE
